country,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Denmark,nowcast,1,0.6,1.4,0.8,1.1,0.57
Denmark,nowcast,1,0.6,1.4,0.8,1.1,0.54
Denmark,nowcast,1,0.6,1.4,0.8,1.1,0.54
Denmark,nowcast,1,0.6,1.5,0.8,1.1,0.5
Denmark,nowcast,1,0.6,1.5,0.8,1.2,0.49
Denmark,nowcast,1,0.6,1.5,0.8,1.2,0.46
Denmark,nowcast,1,0.6,1.5,0.8,1.2,0.44
Denmark,nowcast,1,0.6,1.5,0.8,1.2,0.43
Denmark,nowcast,1.1,0.6,1.6,0.8,1.2,0.4
Denmark,nowcast,1.1,0.6,1.7,0.8,1.2,0.37
Denmark,nowcast,1.1,0.6,1.9,0.8,1.3,0.34
Denmark,nowcast,1.2,0.6,2.1,0.9,1.4,0.3
Dominican Republic,nowcast,1.1,0.7,1.6,1,1.3,0.3
Dominican Republic,nowcast,1.1,0.7,1.6,0.9,1.3,0.31
Dominican Republic,nowcast,1.1,0.6,1.5,0.9,1.2,0.32
Dominican Republic,nowcast,1.1,0.7,1.6,0.9,1.3,0.34
Dominican Republic,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Dominican Republic,nowcast,1.1,0.6,1.5,0.9,1.2,0.37
Dominican Republic,nowcast,1.1,0.7,1.5,0.9,1.2,0.41
Dominican Republic,nowcast,1.1,0.7,1.5,0.9,1.2,0.41
Dominican Republic,nowcast,1,0.6,1.4,0.9,1.2,0.43
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.48
Dominican Republic,nowcast,1,0.6,1.4,0.9,1.1,0.49
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.53
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.55
Dominican Republic,nowcast,0.9,0.6,1.3,0.8,1.1,0.59
Dominican Republic,nowcast,0.9,0.6,1.4,0.8,1.1,0.6
Dominican Republic,nowcast,0.9,0.6,1.3,0.8,1.1,0.6
Dominican Republic,nowcast,1,0.6,1.3,0.8,1.1,0.59
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.57
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.56
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.55
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.56
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.53
Dominican Republic,nowcast,1,0.6,1.4,0.8,1.1,0.54
Dominican Republic,nowcast,1,0.6,1.5,0.8,1.1,0.48
Dominican Republic,nowcast,1,0.6,1.5,0.8,1.1,0.45
Dominican Republic,nowcast,1.1,0.6,1.5,0.9,1.2,0.41
Dominican Republic,nowcast,1.1,0.6,1.5,0.9,1.2,0.4
Dominican Republic,nowcast,1.1,0.7,1.6,0.9,1.2,0.36
Dominican Republic,nowcast,1.1,0.7,1.6,0.9,1.2,0.34
Dominican Republic,nowcast,1.1,0.7,1.6,0.9,1.3,0.32
Dominican Republic,nowcast,1.1,0.7,1.7,0.9,1.3,0.3
Dominican Republic,nowcast,1.1,0.7,1.6,0.9,1.3,0.3
Dominican Republic,nowcast,1.1,0.7,1.7,1,1.3,0.29
Dominican Republic,nowcast,1.2,0.7,1.7,0.9,1.3,0.28
Dominican Republic,nowcast,1.2,0.7,1.8,1,1.3,0.24
Ecuador,nowcast,1.3,0.9,1.7,1.1,1.4,0.08
Ecuador,nowcast,1.3,0.9,1.7,1.1,1.4,0.08
Ecuador,nowcast,1.3,1,1.6,1.1,1.4,0.07
Ecuador,nowcast,1.3,0.9,1.6,1.1,1.4,0.08
Ecuador,nowcast,1.2,0.9,1.6,1.1,1.4,0.08
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.1
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.12
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.13
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.13
Ecuador,nowcast,1.2,0.9,1.4,1.1,1.3,0.13
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.13
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.11
Ecuador,nowcast,1.2,0.9,1.4,1.1,1.3,0.11
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.09
Ecuador,nowcast,1.2,0.9,1.5,1.1,1.3,0.09
Ecuador,nowcast,1.2,1,1.5,1.1,1.3,0.07
Ecuador,nowcast,1.2,1,1.4,1.1,1.3,0.07
Ecuador,nowcast,1.2,1,1.5,1.1,1.3,0.06
Ecuador,nowcast,1.2,1,1.5,1.1,1.3,0.04
Ecuador,nowcast,1.2,1,1.5,1.1,1.3,0.04
Ecuador,nowcast,1.2,1,1.5,1.1,1.3,0.02
Ecuador,nowcast,1.3,1,1.5,1.2,1.3,0.02
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Ecuador,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Ecuador,nowcast,1.2,1.1,1.4,1.2,1.3,0.02
Ecuador,nowcast,1.2,1,1.4,1.2,1.3,0.02
Ecuador,nowcast,1.2,1,1.4,1.1,1.3,0.04
Ecuador,nowcast,1.2,1,1.3,1.1,1.2,0.05
Ecuador,nowcast,1.1,1,1.3,1.1,1.2,0.08
Ecuador,nowcast,1.1,1,1.3,1.1,1.2,0.13
Ecuador,nowcast,1.1,0.9,1.2,1,1.2,0.17
Ecuador,nowcast,1.1,0.9,1.2,1,1.1,0.21
Ecuador,nowcast,1.1,0.9,1.2,1,1.1,0.22
Ecuador,nowcast,1.1,0.9,1.3,1,1.1,0.22
Ecuador,forecast,1.1,0.8,1.3,1,1.2,0.26
Ecuador,forecast,1.1,0.8,1.4,1,1.2,0.27
Ecuador,forecast,1.1,0.8,1.4,1,1.2,0.28
Ecuador,forecast,1.1,0.8,1.4,1,1.3,0.29
Ecuador,forecast,1.1,0.8,1.4,1,1.3,0.29
Ecuador,forecast,1.1,0.8,1.5,1,1.2,0.31
Ecuador,forecast,1.1,0.8,1.5,1,1.3,0.3
Ecuador,forecast,1.1,0.7,1.5,1,1.3,0.32
Ecuador,forecast,1.1,0.7,1.5,0.9,1.2,0.32
Ecuador,forecast,1.1,0.7,1.5,0.9,1.3,0.32
Ecuador,forecast,1.1,0.7,1.5,0.9,1.3,0.33
Ecuador,forecast,1.1,0.6,1.5,1,1.3,0.33
Ecuador,forecast,1.1,0.7,1.6,1,1.3,0.35
Ecuador,forecast,1.1,0.6,1.6,0.9,1.3,0.34
Egypt,nowcast,1.2,0.8,1.8,1,1.4,0.18
Egypt,nowcast,1.2,0.8,1.8,1,1.4,0.18
Egypt,nowcast,1.2,0.8,1.8,1,1.4,0.19
Egypt,nowcast,1.2,0.7,1.7,1,1.4,0.19
Egypt,nowcast,1.2,0.8,1.7,1,1.4,0.2
Egypt,nowcast,1.2,0.8,1.7,1,1.4,0.2
Egypt,nowcast,1.2,0.7,1.6,1,1.3,0.21
Egypt,nowcast,1.2,0.8,1.6,1,1.3,0.22
Egypt,nowcast,1.2,0.8,1.6,1,1.3,0.23
Egypt,nowcast,1.1,0.8,1.6,1,1.3,0.26
Egypt,nowcast,1.1,0.7,1.5,1,1.2,0.29
Egypt,nowcast,1.1,0.7,1.5,1,1.3,0.32
Egypt,nowcast,1.1,0.7,1.5,1,1.2,0.32
Egypt,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.39
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.36
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.36
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.39
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.39
Egypt,nowcast,1.1,0.7,1.4,0.9,1.2,0.39
Egypt,nowcast,1,0.7,1.4,0.9,1.1,0.41
Egypt,nowcast,1,0.7,1.4,0.9,1.2,0.42
Egypt,nowcast,1,0.7,1.4,0.9,1.2,0.4
Egypt,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Egypt,nowcast,1.1,0.7,1.5,0.9,1.2,0.33
Egypt,nowcast,1.1,0.7,1.6,0.9,1.3,0.29
Finland,nowcast,1.2,0.7,1.8,1,1.4,0.23
Finland,nowcast,1.2,0.7,1.7,1,1.4,0.23
Finland,nowcast,1.2,0.7,1.8,1,1.4,0.22
Finland,nowcast,1.2,0.7,1.7,1,1.4,0.24
Finland,nowcast,1.2,0.6,1.7,0.9,1.3,0.26
Finland,nowcast,1.2,0.7,1.6,1,1.3,0.27
Finland,nowcast,1.2,0.7,1.6,0.9,1.3,0.27
Finland,nowcast,1.1,0.7,1.6,0.9,1.3,0.32
Finland,nowcast,1.1,0.7,1.6,0.9,1.3,0.33
Finland,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
Finland,nowcast,1.1,0.6,1.5,0.9,1.2,0.41
Finland,nowcast,1,0.6,1.5,0.9,1.2,0.45
Finland,nowcast,1,0.6,1.4,0.8,1.1,0.49
Finland,nowcast,1,0.6,1.3,0.8,1.1,0.54
Finland,nowcast,0.9,0.5,1.4,0.8,1.1,0.59
Finland,nowcast,0.9,0.5,1.3,0.8,1.1,0.63
Finland,nowcast,0.9,0.5,1.3,0.7,1,0.67
Finland,nowcast,0.9,0.5,1.3,0.7,1,0.67
Finland,nowcast,0.9,0.5,1.3,0.7,1,0.65
Finland,nowcast,0.9,0.5,1.4,0.7,1.1,0.59
Finland,nowcast,1,0.5,1.5,0.8,1.1,0.55
Finland,nowcast,1,0.5,1.6,0.8,1.1,0.51
Finland,nowcast,1,0.5,1.6,0.8,1.2,0.43
Finland,nowcast,1.1,0.6,1.7,0.8,1.2,0.38
Finland,nowcast,1.1,0.6,1.8,0.9,1.3,0.33
Finland,nowcast,1.2,0.6,1.9,0.9,1.4,0.27
Finland,nowcast,1.3,0.7,2.1,0.9,1.5,0.23
France,nowcast,1.5,1.3,1.7,1.4,1.5,0
France,nowcast,1.5,1.3,1.7,1.4,1.5,0
France,nowcast,1.5,1.3,1.7,1.4,1.5,0
France,nowcast,1.4,1.2,1.6,1.4,1.5,0
France,nowcast,1.4,1.2,1.6,1.3,1.5,0
France,nowcast,1.4,1.2,1.6,1.3,1.5,0
France,nowcast,1.4,1.2,1.6,1.3,1.4,0
France,nowcast,1.4,1.2,1.5,1.3,1.4,0
France,nowcast,1.4,1.2,1.5,1.3,1.4,0
France,nowcast,1.3,1.2,1.5,1.3,1.4,0
France,nowcast,1.3,1.2,1.5,1.3,1.4,0
France,nowcast,1.3,1.2,1.4,1.2,1.4,0
France,nowcast,1.3,1.2,1.4,1.2,1.3,0
France,nowcast,1.3,1.2,1.4,1.2,1.3,0
France,nowcast,1.2,1.1,1.4,1.2,1.3,0
France,nowcast,1.2,1.1,1.4,1.2,1.3,0
France,nowcast,1.2,1.1,1.3,1.1,1.2,0
France,nowcast,1.2,1.1,1.3,1.1,1.2,0
France,nowcast,1.2,1.1,1.3,1.1,1.2,0
France,nowcast,1.1,1,1.2,1.1,1.2,0.01
France,nowcast,1.1,1,1.2,1.1,1.1,0.03
France,nowcast,1.1,1,1.2,1,1.1,0.1
France,nowcast,1,1,1.1,1,1.1,0.22
France,nowcast,1,0.9,1.1,1,1,0.43
France,nowcast,1,0.9,1,0.9,1,0.71
France,nowcast,1,0.9,1,0.9,1,0.89
France,nowcast,0.9,0.9,1,0.9,1,0.97
France,nowcast,0.9,0.8,1,0.9,0.9,0.99
France,nowcast,0.9,0.8,1,0.9,0.9,1
France,nowcast,0.9,0.8,0.9,0.9,0.9,1
France,nowcast,0.9,0.8,0.9,0.9,0.9,1
France,nowcast,0.9,0.8,0.9,0.8,0.9,1
France,nowcast,0.9,0.8,0.9,0.8,0.9,1
France,nowcast,0.8,0.8,0.9,0.8,0.9,1
France,nowcast,0.8,0.8,0.9,0.8,0.9,1
France,nowcast,0.8,0.8,0.9,0.8,0.9,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.8,1
France,nowcast,0.8,0.7,0.9,0.8,0.9,1
France,nowcast,0.8,0.8,0.9,0.8,0.9,1
France,nowcast,0.9,0.8,0.9,0.8,0.9,0.99
France,nowcast,0.9,0.8,1,0.8,0.9,0.98
France,nowcast,0.9,0.8,1,0.8,0.9,0.96
France,nowcast,0.9,0.8,1,0.9,0.9,0.93
France,nowcast,0.9,0.8,1,0.9,1,0.87
France,nowcast,0.9,0.8,1.1,0.9,1,0.77
France,forecast,0.9,0.8,1.1,0.9,1,0.75
France,forecast,1,0.8,1.1,0.9,1,0.71
France,forecast,1,0.8,1.1,0.9,1,0.67
France,forecast,1,0.8,1.1,0.9,1,0.64
France,forecast,1,0.8,1.2,0.9,1,0.61
France,forecast,1,0.7,1.2,0.9,1,0.59
France,forecast,1,0.7,1.2,0.9,1.1,0.57
France,forecast,1,0.7,1.2,0.9,1.1,0.55
France,forecast,1,0.7,1.3,0.9,1.1,0.53
France,forecast,1,0.7,1.3,0.8,1.1,0.53
France,forecast,1,0.7,1.3,0.8,1.1,0.5
France,forecast,1,0.7,1.3,0.8,1.1,0.51
France,forecast,1,0.6,1.4,0.8,1.1,0.49
France,forecast,1,0.6,1.4,0.8,1.1,0.47
Germany,nowcast,1.3,1.1,1.5,1.2,1.4,0
Germany,nowcast,1.3,1.1,1.5,1.2,1.4,0
Germany,nowcast,1.3,1.1,1.5,1.2,1.3,0
Germany,nowcast,1.3,1.1,1.4,1.2,1.3,0
Germany,nowcast,1.2,1.1,1.4,1.2,1.3,0
Germany,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Germany,nowcast,1.2,1,1.3,1.1,1.3,0.01
Germany,nowcast,1.2,1,1.3,1.1,1.2,0.02
Germany,nowcast,1.2,1,1.3,1.1,1.2,0.03
Germany,nowcast,1.1,1,1.3,1.1,1.2,0.04
Germany,nowcast,1.1,1,1.3,1.1,1.2,0.05
Germany,nowcast,1.1,1,1.2,1.1,1.2,0.07
Germany,nowcast,1.1,1,1.2,1,1.1,0.1
Germany,nowcast,1.1,1,1.2,1,1.1,0.12
Germany,nowcast,1.1,1,1.2,1,1.1,0.17
Germany,nowcast,1,0.9,1.2,1,1.1,0.21
Germany,nowcast,1,0.9,1.1,1,1.1,0.29
Germany,nowcast,1,0.9,1.1,1,1.1,0.37
Germany,nowcast,1,0.9,1.1,1,1,0.46
Germany,nowcast,1,0.9,1.1,1,1,0.51
Germany,nowcast,1,0.9,1.1,0.9,1,0.62
Germany,nowcast,1,0.9,1.1,0.9,1,0.7
Germany,nowcast,1,0.9,1,0.9,1,0.78
Germany,nowcast,0.9,0.8,1,0.9,1,0.84
Germany,nowcast,0.9,0.8,1,0.9,1,0.91
Germany,nowcast,0.9,0.8,1,0.9,1,0.95
Germany,nowcast,0.9,0.8,1,0.9,1,0.96
Germany,nowcast,0.9,0.8,1,0.9,0.9,0.98
Germany,nowcast,0.9,0.8,1,0.9,0.9,0.97
Germany,nowcast,0.9,0.8,1,0.9,0.9,0.97
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.98
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.98
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.98
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.97
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.97
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.95
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.95
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.93
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.92
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.91
Germany,nowcast,0.9,0.8,1,0.8,0.9,0.89
Germany,nowcast,0.9,0.8,1,0.9,1,0.86
Germany,nowcast,0.9,0.8,1.1,0.9,1,0.81
Germany,forecast,0.9,0.7,1.1,0.9,1,0.82
Germany,forecast,0.9,0.7,1.1,0.8,1,0.79
Germany,forecast,0.9,0.7,1.1,0.8,1,0.78
Germany,forecast,0.9,0.7,1.1,0.8,1,0.77
Germany,forecast,0.9,0.7,1.1,0.8,1,0.76
Germany,forecast,0.9,0.7,1.1,0.8,1,0.77
Germany,forecast,0.9,0.7,1.2,0.8,1,0.76
Germany,forecast,0.9,0.6,1.1,0.8,1,0.75
Germany,forecast,0.9,0.6,1.2,0.8,1,0.75
Germany,forecast,0.9,0.6,1.2,0.8,1,0.73
Germany,forecast,0.9,0.6,1.2,0.8,1,0.74
Germany,forecast,0.9,0.6,1.2,0.8,1,0.74
Germany,forecast,0.9,0.6,1.2,0.8,1,0.75
Germany,forecast,0.9,0.6,1.2,0.7,1,0.74
Hungary,nowcast,1.2,0.7,1.6,1,1.3,0.23
Hungary,nowcast,1.2,0.8,1.6,1,1.3,0.23
Hungary,nowcast,1.1,0.7,1.6,1,1.3,0.28
Hungary,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
Hungary,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
Hungary,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Hungary,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Hungary,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Hungary,nowcast,1,0.7,1.4,0.9,1.2,0.43
Hungary,nowcast,1,0.7,1.4,0.9,1.2,0.45
Hungary,nowcast,1,0.7,1.4,0.9,1.1,0.45
Hungary,nowcast,1,0.7,1.4,0.9,1.1,0.48
Hungary,nowcast,1,0.6,1.3,0.9,1.1,0.51
Hungary,nowcast,1,0.7,1.4,0.9,1.1,0.51
Hungary,nowcast,1,0.6,1.4,0.9,1.1,0.54
Hungary,nowcast,1,0.6,1.3,0.8,1.1,0.55
Hungary,nowcast,1,0.6,1.4,0.8,1.1,0.55
Hungary,nowcast,1,0.6,1.3,0.8,1.1,0.57
Hungary,nowcast,1,0.6,1.4,0.8,1.1,0.54
Hungary,nowcast,1,0.6,1.4,0.8,1.1,0.56
Hungary,nowcast,1,0.6,1.4,0.8,1.1,0.52
Hungary,nowcast,1,0.6,1.4,0.8,1.1,0.5
Hungary,nowcast,1,0.6,1.4,0.8,1.1,0.47
Hungary,nowcast,1,0.7,1.5,0.9,1.2,0.45
Hungary,nowcast,1,0.6,1.5,0.9,1.2,0.42
Hungary,nowcast,1.1,0.6,1.6,0.9,1.2,0.38
Hungary,nowcast,1.1,0.7,1.6,0.9,1.2,0.34
Hungary,nowcast,1.1,0.7,1.7,0.9,1.3,0.31
Hungary,nowcast,1.2,0.7,1.8,0.9,1.3,0.28
India,nowcast,1.3,1,1.6,1.2,1.4,0.04
India,nowcast,1.3,1,1.6,1.2,1.4,0.04
India,nowcast,1.3,1,1.6,1.2,1.4,0.04
India,nowcast,1.3,1,1.6,1.1,1.4,0.05
India,nowcast,1.3,1,1.5,1.1,1.3,0.06
India,nowcast,1.2,1,1.5,1.1,1.3,0.06
India,nowcast,1.2,1,1.5,1.1,1.3,0.06
India,nowcast,1.2,1,1.5,1.1,1.3,0.07
India,nowcast,1.2,1,1.4,1.1,1.3,0.06
India,nowcast,1.2,1,1.4,1.1,1.3,0.07
India,nowcast,1.2,1,1.4,1.1,1.3,0.07
India,nowcast,1.2,1,1.4,1.1,1.3,0.08
India,nowcast,1.2,1,1.4,1.1,1.3,0.07
India,nowcast,1.2,1,1.4,1.1,1.2,0.07
India,nowcast,1.2,1,1.4,1.1,1.2,0.06
India,nowcast,1.2,1,1.4,1.1,1.2,0.05
India,nowcast,1.2,1,1.4,1.1,1.2,0.05
India,nowcast,1.2,1,1.4,1.1,1.2,0.05
India,nowcast,1.2,1,1.4,1.1,1.2,0.04
India,nowcast,1.2,1,1.4,1.1,1.2,0.04
India,nowcast,1.2,1,1.3,1.1,1.3,0.04
India,nowcast,1.2,1,1.4,1.1,1.2,0.04
India,nowcast,1.2,1,1.3,1.1,1.2,0.05
India,nowcast,1.2,1,1.3,1.1,1.2,0.04
India,nowcast,1.2,1,1.3,1.1,1.2,0.04
India,nowcast,1.2,1,1.3,1.1,1.2,0.04
India,nowcast,1.2,1,1.3,1.1,1.2,0.03
India,nowcast,1.2,1,1.3,1.1,1.2,0.04
India,nowcast,1.2,1,1.3,1.1,1.2,0.04
India,nowcast,1.1,1,1.3,1.1,1.2,0.06
India,nowcast,1.1,1,1.3,1.1,1.2,0.07
India,nowcast,1.1,1,1.3,1.1,1.2,0.1
India,nowcast,1.1,1,1.3,1.1,1.2,0.12
India,nowcast,1.1,0.9,1.2,1,1.1,0.13
India,forecast,1.1,0.9,1.3,1,1.2,0.17
India,forecast,1.1,0.9,1.4,1,1.2,0.2
India,forecast,1.1,0.9,1.3,1,1.2,0.22
India,forecast,1.1,0.9,1.4,1,1.2,0.22
India,forecast,1.1,0.9,1.4,1,1.2,0.24
India,forecast,1.1,0.8,1.4,1,1.2,0.24
India,forecast,1.1,0.8,1.4,1,1.2,0.27
India,forecast,1.1,0.8,1.4,1,1.2,0.27
India,forecast,1.1,0.8,1.4,1,1.2,0.28
India,forecast,1.1,0.8,1.4,1,1.2,0.3
India,forecast,1.1,0.7,1.5,1,1.2,0.29
India,forecast,1.1,0.8,1.5,1,1.2,0.29
India,forecast,1.1,0.7,1.5,1,1.3,0.3
India,forecast,1.1,0.7,1.5,1,1.3,0.3
Indonesia,nowcast,1.2,0.8,1.6,1.1,1.4,0.16
Indonesia,nowcast,1.2,0.8,1.6,1.1,1.3,0.15
Indonesia,nowcast,1.2,0.9,1.6,1,1.3,0.16
Indonesia,nowcast,1.2,0.9,1.6,1.1,1.3,0.17
Indonesia,nowcast,1.2,0.9,1.5,1,1.3,0.16
Indonesia,nowcast,1.2,0.8,1.5,1,1.3,0.16
Indonesia,nowcast,1.2,0.8,1.5,1,1.3,0.17
Indonesia,nowcast,1.2,0.9,1.5,1,1.3,0.17
Indonesia,nowcast,1.2,0.8,1.5,1,1.3,0.16
Indonesia,nowcast,1.2,0.9,1.5,1,1.3,0.17
Indonesia,nowcast,1.2,0.9,1.5,1,1.2,0.18
Indonesia,nowcast,1.2,0.9,1.5,1,1.2,0.18
Indonesia,nowcast,1.1,0.8,1.4,1,1.2,0.19
Indonesia,nowcast,1.1,0.9,1.4,1,1.2,0.19
Indonesia,nowcast,1.1,0.8,1.4,1,1.2,0.21
Indonesia,nowcast,1.1,0.8,1.4,1,1.2,0.25
Indonesia,nowcast,1.1,0.8,1.4,1,1.2,0.27
Indonesia,nowcast,1.1,0.8,1.3,1,1.2,0.33
Indonesia,nowcast,1,0.8,1.3,1,1.1,0.37
Indonesia,nowcast,1,0.8,1.3,0.9,1.1,0.44
Indonesia,nowcast,1,0.7,1.2,0.9,1.1,0.5
Indonesia,nowcast,1,0.7,1.2,0.9,1.1,0.58
Indonesia,nowcast,1,0.7,1.2,0.9,1,0.62
Indonesia,nowcast,0.9,0.7,1.2,0.9,1,0.68
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.69
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.71
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.69
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.68
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.69
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.69
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.67
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.68
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.66
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.64
Indonesia,nowcast,0.9,0.7,1.2,0.8,1,0.63
Indonesia,nowcast,1,0.7,1.2,0.8,1.1,0.61
Indonesia,nowcast,1,0.7,1.3,0.9,1.1,0.54
Indonesia,nowcast,1,0.7,1.3,0.9,1.1,0.48
Indonesia,nowcast,1,0.7,1.4,0.9,1.1,0.41
Indonesia,nowcast,1.1,0.8,1.4,0.9,1.2,0.35
Indonesia,nowcast,1.1,0.8,1.5,0.9,1.2,0.29
Indonesia,nowcast,1.1,0.8,1.5,1,1.2,0.25
Indonesia,nowcast,1.1,0.8,1.6,1,1.2,0.21
Iran,nowcast,1.4,1.1,1.6,1.3,1.4,0
Iran,nowcast,1.4,1.1,1.6,1.3,1.4,0.01
Iran,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Iran,nowcast,1.3,1.1,1.5,1.2,1.4,0
Iran,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Iran,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Iran,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Iran,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Iran,nowcast,1.2,1,1.4,1.2,1.3,0.02
Iran,nowcast,1.2,1,1.4,1.1,1.3,0.03
Iran,nowcast,1.2,1,1.3,1.1,1.2,0.04
Iran,nowcast,1.2,1,1.3,1.1,1.2,0.05
Iran,nowcast,1.1,1,1.3,1.1,1.2,0.08
Iran,nowcast,1.1,1,1.2,1.1,1.2,0.12
Iran,nowcast,1.1,1,1.2,1,1.1,0.15
Iran,nowcast,1.1,0.9,1.2,1,1.1,0.22
Iran,nowcast,1.1,0.9,1.2,1,1.1,0.25
Iran,nowcast,1,0.9,1.2,1,1.1,0.32
Iran,nowcast,1,0.9,1.1,1,1.1,0.38
Iran,nowcast,1,0.9,1.1,1,1.1,0.43
Iran,nowcast,1,0.9,1.1,1,1,0.49
Iran,nowcast,1,0.9,1.1,1,1,0.54
Iran,nowcast,1,0.9,1.1,1,1,0.56
Iran,nowcast,1,0.9,1.1,0.9,1,0.58
Iran,nowcast,1,0.9,1.1,0.9,1,0.65
Iran,nowcast,1,0.9,1.1,0.9,1,0.67
Iran,nowcast,1,0.9,1.1,0.9,1,0.7
Iran,nowcast,1,0.9,1.1,0.9,1,0.72
Iran,nowcast,1,0.8,1.1,0.9,1,0.75
Iran,nowcast,1,0.9,1.1,0.9,1,0.76
Iran,nowcast,1,0.8,1.1,0.9,1,0.78
Iran,nowcast,1,0.8,1.1,0.9,1,0.78
